Index	First Frame	Number Frames	Frames Missing	Position X [nm]	Position Y [nm]	Precision [nm]	Number Photons	Background variance	Chi square	PSF half width [nm]	Channel	Z Slice
330	459	1	0	12589.7	9872.5	11.5	3995	218.66	0.76	148.1	1	1
331	459	1	0	25109.4	16544.6	10.4	4637	203.48	0.74	153.8	1	1
332	459	1	0	8069.0	13513.3	11.6	2759	166.07	0.81	129.6	1	1
333	461	1	0	17005.4	31509.4	19.0	1888	205.62	1.07	131.1	1	1
334	461	1	0	30860.4	16765.9	18.9	2297	224.38	0.94	143.2	1	1
335	461	1	0	13360.0	9254.1	13.1	5955	361.07	1.17	171.5	1	1
336	462	1	0	6644.2	23023.8	13.9	5440	526.39	1.61	155.6	1	1
337	464	1	0	18276.2	16119.8	16.0	1312	165.33	0.86	104.5	1	1
338	464	1	0	22480.8	17840.6	8.3	3859	193.48	0.96	121.6	1	1
339	464	1	0	22728.7	11129.7	7.7	4422	212.26	1.01	123.7	1	1
340	465	1	0	639.2	21406.4	21.5	1942	441.67	1.43	122.5	1	1
341	465	1	0	24116.4	7098.8	13.2	2361	244.42	1.12	118.0	1	1
342	465	1	0	22717.6	12503.3	8.8	5960	253.26	0.92	151.0	1	1
343	466	1	0	2431.1	17876.4	13.7	3897	446.77	1.07	138.1	1	1
344	468	1	0	22555.6	22141.8	16.4	2277	317.90	1.07	123.2	1	1
345	468	1	0	11559.8	14720.5	16.2	5543	706.61	1.37	161.0	1	1
346	468	1	0	16605.1	18053.8	12.5	3510	318.63	1.33	130.1	1	1
347	469	1	0	12892.9	15471.1	17.5	2836	257.12	0.91	149.0	1	1
348	470	1	0	21172.0	22593.8	14.5	2650	166.59	1.04	138.3	1	1
349	471	1	0	21548.6	27464.3	15.6	2567	266.59	0.95	132.9	1	1
350	472	1	0	6593.2	11555.4	17.5	1962	317.12	0.94	120.0	1	1
351	474	1	0	26088.7	14830.4	14.9	1651	150.70	0.80	116.1	1	1
352	474	1	0	23943.0	7988.8	12.1	3024	276.05	1.21	124.2	1	1
353	475	1	0	23943.8	7869.4	18.0	2061	262.26	0.86	130.5	1	1
354	477	1	0	24688.6	9504.4	12.1	2654	169.30	0.92	127.7	1	1
355	478	1	0	24723.0	9556.5	16.3	2873	312.00	0.94	140.3	1	1
356	479	1	0	7149.0	16277.7	23.4	1031	264.00	0.94	104.9	1	1
357	479	1	0	4286.5	11364.0	25.1	1164	401.92	1.11	106.3	1	1
358	479	1	0	23403.6	25188.3	16.3	1233	148.31	0.86	104.2	1	1
359	479	1	0	17668.6	26229.1	14.0	1836	190.45	0.82	113.3	1	1
360	480	1	0	7983.7	28471.1	13.7	2232	150.00	0.95	127.5	1	1
361	480	1	0	19545.4	27000.2	15.3	1823	181.79	0.83	119.4	1	1
362	480	1	0	20460.7	11620.5	13.0	2613	232.27	1.07	123.5	1	1
363	480	1	0	30964.9	16631.7	8.5	5917	303.90	1.20	140.4	1	1
364	481	1	0	30915.3	16641.6	13.3	3479	396.59	1.03	131.9	1	1
365	481	1	0	2753.1	18038.9	11.0	3088	313.21	1.01	117.8	1	1
366	482	1	0	13616.5	24710.8	16.0	3452	356.26	1.32	144.4	1	1
367	482	1	0	20259.3	14946.8	7.3	5080	324.73	0.94	119.9	1	1
368	483	1	0	23531.4	24722.8	15.7	2452	225.85	0.93	134.0	1	1
369	483	1	0	12004.3	13793.1	13.9	3222	293.00	0.86	137.7	1	1
370	483	1	0	17341.8	4464.0	12.2	5225	267.00	1.53	161.9	1	1
371	483	1	0	13840.6	24864.9	13.4	2438	236.01	0.90	122.6	1	1
372	488	1	0	17790.6	29187.2	13.2	2456	242.04	1.06	120.2	1	1
373	489	1	0	26295.9	10513.8	8.1	4692	243.02	1.21	125.1	1	1
374	489	1	0	11787.4	13905.7	8.1	4567	443.69	1.24	111.0	1	1
375	490	1	0	6630.6	11547.2	8.6	3063	166.54	0.95	113.8	1	1
376	490	1	0	26307.6	10576.7	9.1	5825	428.30	1.15	136.0	1	1
377	491	1	0	13454.2	9100.4	13.2	5252	366.65	1.23	160.7	1	1
378	491	1	0	6620.1	11532.3	11.3	3059	199.49	0.99	128.2	1	1
379	492	1	0	15714.4	20274.1	18.9	1194	224.28	0.93	102.9	1	1
380	492	1	0	13064.5	25703.8	18.7	1747	329.28	1.35	113.2	1	1
381	492	1	0	11345.4	25371.9	10.5	4613	362.22	1.02	136.2	1	1
382	493	1	0	12002.5	12790.0	18.3	2912	373.70	0.82	144.9	1	1
383	494	1	0	16297.3	22377.2	15.6	3470	385.21	0.79	145.3	1	1
384	496	1	0	30943.7	16431.0	14.8	3648	303.76	0.83	152.2	1	1
385	496	1	0	1812.8	30732.3	12.5	4153	336.38	1.18	144.1	1	1
386	498	1	0	2269.8	18125.7	20.5	4135	357.15	1.05	183.7	1	1
387	498	1	0	875.4	20956.4	16.9	1062	131.26	0.90	101.7	1	1
388	499	1	0	21583.0	22932.5	20.3	1486	295.84	1.19	111.7	1	1
389	500	1	0	23227.1	20215.3	25.3	934	234.11	1.04	104.4	1	1
390	500	1	0	22799.8	5849.8	13.8	2342	203.61	0.89	126.1	1	1
391	500	1	0	2877.5	18892.5	10.9	4491	277.51	1.04	144.6	1	1
392	500	1	0	12034.2	12809.3	10.5	3524	371.01	0.90	118.9	1	1
393	501	1	0	7228.1	16733.7	14.0	4451	302.34	1.27	158.0	1	1
394	501	1	0	12019.1	12746.3	20.2	3239	623.96	1.43	140.8	1	1
395	502	1	0	23498.8	6573.3	15.4	1557	143.55	0.70	118.3	1	1
396	502	1	0	22805.0	22544.5	19.1	3836	406.38	0.98	165.1	1	1
397	502	1	0	14366.7	10637.2	21.1	2328	447.09	1.52	130.6	1	1
398	502	1	0	27274.5	16983.5	11.2	2447	145.51	0.85	121.7	1	1
399	503	1	0	22634.0	22823.6	21.2	2615	420.01	1.22	141.4	1	1
400	503	1	0	14565.8	10584.6	13.5	3936	419.96	0.98	140.0	1	1
401	504	1	0	12276.8	8135.8	12.1	2907	175.91	1.34	128.6	1	1
402	506	1	0	12126.4	8371.7	14.8	3463	218.95	1.01	155.1	1	1
403	506	1	0	6155.9	30970.6	12.0	2823	150.08	0.93	134.5	1	1
404	507	1	0	17768.0	29063.3	7.8	4097	204.39	0.98	120.5	1	1
405	508	1	0	15625.0	11221.1	16.9	3025	347.63	1.00	142.6	1	1
406	508	1	0	12243.4	8356.5	12.8	2966	168.03	0.90	140.1	1	1
407	508	1	0	22718.6	22613.9	18.5	4442	534.25	1.15	164.6	1	1
408	508	1	0	550.5	21010.5	14.2	3039	337.99	1.00	132.3	1	1
409	508	1	0	7148.0	15495.1	11.0	2564	165.18	0.90	120.6	1	1
410	508	1	0	11650.0	11914.3	9.5	4193	221.41	0.97	133.6	1	1
411	510	1	0	22667.4	22687.7	16.6	5050	466.28	1.08	170.4	1	1
412	510	1	0	8676.5	12123.9	8.6	3278	172.79	0.79	119.3	1	1
413	513	1	0	18212.1	24430.9	18.0	2055	332.65	1.12	121.7	1	1
414	515	1	0	16687.1	2905.9	13.2	3823	431.29	1.19	135.5	1	1
415	515	1	0	7417.8	10314.2	11.1	2845	253.75	0.98	118.9	1	1
416	515	1	0	22561.4	22911.7	8.1	3976	182.24	0.76	125.3	1	1
417	517	1	0	10392.9	7807.0	16.7	2415	227.38	1.07	137.6	1	1
418	519	1	0	6971.3	31686.0	18.2	1690	218.16	0.85	123.1	1	1
419	519	1	0	10187.8	23723.6	10.1	2926	155.07	0.95	122.7	1	1
420	520	1	0	21871.0	2201.9	16.4	2475	178.03	0.81	146.8	1	1
421	520	1	0	11298.9	27552.8	12.1	3687	265.21	0.85	140.4	1	1
422	520	1	0	29468.8	16401.5	10.7	3736	219.02	1.00	134.5	1	1
423	521	1	0	11281.6	27544.8	18.1	2565	275.78	1.01	141.8	1	1
424	522	1	0	21133.6	28178.4	14.8	2133	227.67	0.94	121.1	1	1
425	522	1	0	21328.0	25458.0	8.4	3925	228.42	1.09	119.1	1	1
426	524	1	0	17379.0	9081.0	14.2	2242	246.59	1.00	119.8	1	1
427	526	1	0	14175.6	21316.6	19.2	2648	340.96	1.00	142.7	1	1
428	527	1	0	2243.7	19316.0	8.6	3772	151.74	0.94	130.0	1	1
429	528	1	0	9092.3	20753.6	20.9	2395	312.10	1.10	143.5	1	1
430	529	1	0	6879.0	17094.2	10.1	3976	197.89	0.86	139.1	1	1
431	529	1	0	22541.4	23220.6	8.1	4322	277.20	1.28	117.1	1	1
432	531	1	0	22623.9	22516.0	12.9	3658	222.33	0.95	147.0	1	1
433	531	1	0	13398.5	9594.0	9.5	5865	306.61	0.99	151.0	1	1
434	532	1	0	2257.2	16954.1	14.2	2554	198.66	0.92	134.1	1	1
435	532	1	0	1558.8	19821.9	13.4	2041	144.57	0.97	121.8	1	1
436	533	1	0	2843.5	29895.3	16.9	4545	302.38	1.17	178.8	1	1
437	533	1	0	22777.3	22724.4	15.0	4159	496.73	1.01	146.4	1	1
438	533	1	0	13504.3	21510.9	11.1	3209	324.73	0.93	119.5	1	1
439	534	1	0	11812.5	11911.1	13.5	3599	339.25	1.19	136.7	1	1
440	537	1	0	3878.1	2888.6	17.0	1928	136.48	1.00	137.0	1	1
441	538	1	0	10630.5	9241.2	14.7	5371	425.50	1.14	168.6	1	1
442	538	1	0	18550.3	12192.3	9.5	2923	160.90	0.86	118.6	1	1
443	542	1	0	19472.2	23543.1	14.1	3080	231.52	1.01	140.5	1	1
444	542	1	0	5325.0	29382.2	10.3	3385	179.95	0.99	131.4	1	1
445	542	1	0	10375.8	21679.1	11.9	4500	254.00	1.03	152.3	1	1
446	543	1	0	31327.4	14390.3	15.4	2274	197.28	0.96	130.1	1	1
447	543	1	0	13745.2	12693.8	13.6	3993	338.37	1.03	146.3	1	1
448	543	1	0	5328.7	29350.2	11.5	3880	229.49	1.02	142.7	1	1
449	546	1	0	9708.6	22685.6	11.1	2917	191.84	1.03	123.7	1	1
450	546	1	0	12059.0	14028.8	11.1	5041	370.22	0.95	146.2	1	1
451	546	1	0	12782.2	19756.8	11.2	2412	229.70	1.01	109.9	1	1
452	546	1	0	22595.7	22955.2	20.3	2269	306.12	1.20	136.9	1	1
453	546	1	0	12911.8	21451.8	18.1	1774	297.96	1.31	113.5	1	1
454	547	1	0	6065.4	31188.0	13.8	2926	239.25	0.95	136.9	1	1
455	547	1	0	5709.6	22472.1	16.7	3505	249.10	1.06	161.5	1	1
456	549	1	0	14248.6	10258.0	19.0	2293	231.13	0.89	143.9	1	1
457	550	1	0	13258.0	8860.2	13.7	2953	284.67	0.83	132.8	1	1
458	550	1	0	14261.1	10244.3	13.2	3912	363.67	1.03	141.7	1	1
459	550	1	0	11297.3	14720.7	10.7	4539	297.24	0.90	142.3	1	1
460	551	1	0	12269.0	14298.8	10.1	3118	151.29	0.79	128.1	1	1
461	551	1	0	14913.6	28680.8	9.8	4561	265.74	1.20	135.7	1	1
462	552	1	0	11543.3	9027.5	12.5	5760	262.14	1.06	175.3	1	1
463	553	1	0	19579.7	27438.5	17.9	1499	149.72	0.99	119.1	1	1
464	553	1	0	13532.6	9146.0	16.3	4128	436.79	1.23	155.0	1	1
465	553	1	0	21792.4	23631.4	11.7	2648	147.31	0.84	128.1	1	1
466	553	1	0	14272.3	10267.1	12.1	2691	123.14	1.17	131.0	1	1
467	554	1	0	7613.6	11456.2	13.9	2960	308.47	0.96	131.8	1	1
468	556	1	0	9018.8	14142.2	12.2	2790	258.03	0.83	123.8	1	1
469	557	1	0	13372.8	11178.9	21.2	1962	388.70	1.24	124.6	1	1
470	558	1	0	11980.7	13133.6	16.9	2603	324.67	0.87	134.6	1	1
471	558	1	0	22535.1	22765.0	12.4	2201	165.57	0.85	118.3	1	1
472	559	1	0	10899.0	7815.1	12.1	2217	160.34	0.87	119.5	1	1
473	560	1	0	22686.5	22620.7	14.6	2712	169.78	0.99	140.7	1	1
474	560	1	0	6390.0	22221.9	15.6	2075	205.84	0.87	126.1	1	1
475	561	1	0	6410.2	22209.6	14.1	3152	343.17	1.11	132.4	1	1
476	561	1	0	20051.0	25659.7	10.1	4007	290.05	0.71	132.2	1	1
477	562	1	0	6260.8	22324.6	16.0	1783	300.40	0.82	110.9	1	1
478	562	1	0	20157.4	25825.4	11.3	4827	232.33	0.87	158.0	1	1
479	562	1	0	13279.1	23382.8	11.9	3456	355.21	1.31	123.8	1	1
480	563	1	0	13065.3	15650.9	15.1	3465	385.17	1.06	140.5	1	1
481	563	1	0	20200.3	25845.3	10.8	2875	169.22	0.89	124.5	1	1
482	566	1	0	6852.7	28421.8	14.2	2536	306.89	1.09	122.4	1	1
483	567	1	0	6846.5	28335.1	16.8	4829	867.60	1.24	148.3	1	1
484	567	1	0	6974.0	19443.4	12.4	4568	352.55	1.12	148.2	1	1
485	568	1	0	2868.3	14622.4	8.9	2727	118.83	0.74	119.0	1	1
486	568	1	0	11759.1	13207.6	13.8	2764	382.25	1.23	118.4	1	1
487	568	1	0	7047.9	19562.7	11.4	4467	381.58	1.22	136.9	1	1
488	568	1	0	22749.7	22621.6	11.7	5017	434.08	1.17	143.8	1	1
489	569	1	0	10616.5	10131.4	17.6	3135	353.20	1.01	148.4	1	1
490	569	1	0	22677.5	22628.5	17.5	2958	297.57	1.11	146.1	1	1
491	569	1	0	20459.1	4849.9	11.8	2150	192.47	0.79	113.7	1	1
492	570	1	0	22432.2	22669.7	14.6	3337	343.85	0.98	139.0	1	1
493	571	1	0	11668.3	16187.4	18.5	1703	267.51	1.12	116.7	1	1
494	571	1	0	18640.7	26257.1	16.3	4514	267.65	1.01	178.5	1	1
495	571	1	0	2389.9	24020.7	14.3	3390	381.06	1.47	133.8	1	1
496	573	1	0	12240.9	13666.8	16.3	1874	294.72	1.08	112.4	1	1
497	574	1	0	13614.1	11801.1	17.7	2589	276.01	0.98	141.0	1	1
498	574	1	0	12218.7	13669.8	14.4	1426	132.86	0.90	105.4	1	1
499	575	1	0	22455.6	22804.4	15.1	2998	299.21	1.14	136.0	1	1
500	578	1	0	15921.7	10436.3	18.4	4262	455.91	0.91	168.2	1	1
501	578	1	0	356.3	20897.2	14.2	5317	449.78	1.27	163.4	1	1
502	578	1	0	22756.0	23030.8	13.1	2951	244.19	0.90	131.8	1	1
503	578	1	0	13398.2	13852.4	14.3	5216	257.69	1.01	179.7	1	1
504	578	1	0	9780.0	16888.3	11.8	2552	305.68	0.76	113.1	1	1
505	579	1	0	549.9	21174.7	12.9	3931	323.96	0.98	144.6	1	1
506	580	1	0	12834.8	13255.6	8.7	3885	236.95	0.94	121.1	1	1
507	581	1	0	12813.9	13192.8	15.5	2845	248.44	0.83	141.9	1	1
508	581	1	0	12033.2	23667.5	17.0	1469	224.42	1.02	107.3	1	1
509	581	1	0	12497.7	14257.2	15.3	2053	245.12	1.05	117.8	1	1
510	581	1	0	12768.6	15856.8	17.0	3321	429.87	0.99	143.9	1	1
511	581	1	0	20666.2	24572.9	9.0	3464	169.35	0.94	123.2	1	1
512	585	1	0	406.0	21105.1	14.5	4084	223.38	0.90	167.8	1	1
513	586	1	0	7432.7	11310.5	15.8	2189	220.49	0.87	129.7	1	1
514	586	1	0	14163.3	13754.2	14.6	3134	371.54	1.08	132.0	1	1
515	586	1	0	4430.7	10503.1	9.8	2569	174.76	1.04	111.6	1	1
516	587	1	0	14164.6	13711.4	9.3	4970	240.11	0.99	141.7	1	1
517	588	1	0	1988.9	22191.5	10.2	5472	279.93	0.94	154.9	1	1
518	588	1	0	12790.4	11728.9	14.1	3943	678.93	1.23	128.4	1	1
519	589	1	0	26162.9	12677.4	9.8	3844	311.42	1.17	121.8	1	1
520	590	1	0	11907.8	9341.7	12.8	1562	130.16	0.86	106.1	1	1
521	592	1	0	11207.6	21432.7	13.0	4346	559.41	1.31	134.1	1	1
522	593	1	0	9254.0	4034.7	14.6	3530	188.43	1.01	161.2	1	1
523	593	1	0	22635.2	22727.8	11.9	2790	187.40	0.96	126.4	1	1
524	594	1	0	12427.4	14748.7	18.4	3417	473.04	1.16	147.1	1	1
525	595	1	0	19337.5	27073.1	9.2	3961	181.86	0.75	134.9	1	1
526	595	1	0	6846.3	31657.4	10.2	4332	256.61	0.96	139.6	1	1
527	596	1	0	19283.3	27166.4	29.1	2709	409.76	1.13	169.4	1	1
528	596	1	0	6793.3	31609.3	8.3	5069	268.74	1.14	132.4	1	1
529	597	1	0	12571.8	9967.9	20.6	1377	193.93	1.03	118.3	1	1
530	598	1	0	11658.8	12233.4	17.5	3484	411.55	1.18	149.0	1	1
531	598	1	0	25378.2	16493.9	22.1	3090	275.62	0.85	174.1	1	1
532	598	1	0	13392.4	9352.4	11.7	3878	232.23	0.97	143.4	1	1
533	599	1	0	22530.8	23089.5	20.9	1161	284.90	1.07	101.5	1	1
534	599	1	0	8169.6	19593.2	10.8	2380	140.01	0.78	118.5	1	1
535	600	1	0	3991.0	26176.3	16.2	2348	162.23	0.94	141.7	1	1
536	600	1	0	20581.5	28793.1	11.4	1730	111.00	0.85	106.4	1	1
537	600	1	0	469.6	21250.2	12.0	4063	269.07	1.16	144.6	1	1
538	601	1	0	11383.9	12155.5	11.9	2790	89.65	0.84	141.4	1	1
539	601	1	0	24077.4	7321.2	11.5	4904	367.47	1.36	145.6	1	1
540	602	1	0	720.8	20737.0	14.1	4729	285.33	1.31	166.0	1	1
541	602	1	0	25545.8	20388.1	11.1	2995	175.27	1.09	125.8	1	1
542	603	1	0	9125.0	22162.0	22.2	1195	284.23	0.84	108.4	1	1
543	603	1	0	20603.8	28743.3	10.3	2577	165.59	0.93	115.1	1	1
544	604	1	0	562.3	21257.6	16.5	2888	299.27	0.97	142.8	1	1
545	605	1	0	24620.1	15229.1	20.3	2194	381.94	0.96	132.0	1	1
546	606	1	0	3970.2	29657.2	12.5	3389	239.47	1.03	139.2	1	1
547	606	1	0	795.8	20759.7	13.6	4316	326.87	1.04	154.6	1	1
548	606	1	0	20333.7	27283.3	8.4	4759	253.92	0.85	132.2	1	1
549	607	1	0	7107.6	3610.4	12.8	3161	196.24	0.79	144.5	1	1
550	607	1	0	11687.9	13272.4	10.0	3544	221.55	0.84	127.6	1	1
551	608	1	0	28295.0	16125.3	10.0	4136	285.60	1.24	128.8	1	1
552	609	1	0	13568.6	9073.7	16.6	5477	500.69	1.02	176.1	1	1
553	609	1	0	19129.0	6879.7	11.6	3165	189.72	0.96	134.1	1	1
554	610	1	0	12079.5	16427.3	22.7	1021	242.53	1.19	101.5	1	1
555	610	1	0	22860.8	26499.8	20.1	1788	297.47	1.17	122.0	1	1
556	610	1	0	12891.0	2968.7	15.3	4818	268.07	0.88	182.5	1	1
557	610	1	0	22836.1	22988.3	12.4	2318	161.76	0.76	123.1	1	1
558	610	1	0	13502.7	12860.3	10.0	3825	333.72	1.15	121.1	1	1
559	611	1	0	13593.3	9343.6	13.9	4636	370.15	1.10	157.0	1	1
560	611	1	0	17917.6	26987.2	12.1	3187	278.95	1.06	126.9	1	1
561	611	1	0	14085.3	15909.4	9.0	2810	162.57	1.03	110.6	1	1
562	612	1	0	21782.6	26548.5	21.1	1321	309.47	0.94	108.7	1	1
563	612	1	0	17369.9	9089.1	12.2	1863	151.45	0.67	113.1	1	1
564	613	1	0	17388.9	9083.0	11.0	5292	277.11	0.86	159.0	1	1
565	615	1	0	25376.1	16498.7	13.2	5984	275.63	1.00	183.5	1	1
566	617	1	0	13514.8	26682.2	11.6	2801	225.83	0.94	122.2	1	1
567	618	1	0	6800.7	16832.0	18.1	2263	225.63	0.83	140.4	1	1
568	618	1	0	25404.7	16458.9	14.9	2539	195.17	1.08	134.3	1	1
569	619	1	0	25385.5	16465.8	12.6	3362	211.04	0.81	143.0	1	1
570	619	1	0	17138.4	4356.9	12.5	2583	223.64	1.17	121.2	1	1
571	620	1	0	22850.0	22716.9	11.9	3307	242.32	0.97	132.0	1	1
572	620	1	0	20886.2	22795.9	7.3	4920	307.15	1.13	117.2	1	1
573	621	1	0	11520.0	14068.6	10.9	4495	407.35	1.00	133.6	1	1
574	621	1	0	11179.8	13490.6	7.1	4741	132.78	1.11	127.8	1	1
575	622	1	0	14604.5	13690.7	14.7	4349	291.95	1.07	162.8	1	1
576	624	1	0	13781.2	9454.3	21.8	1813	292.15	1.06	130.2	1	1
577	624	1	0	21354.1	14073.4	12.5	3205	267.67	1.01	131.2	1	1
578	624	1	0	23610.8	15130.6	9.6	3769	181.63	0.97	131.7	1	1
579	625	1	0	20010.0	24837.3	14.0	2855	237.21	0.95	134.7	1	1
580	625	1	0	22967.0	22940.5	11.9	4581	292.32	0.76	153.2	1	1
581	626	1	0	16990.3	8685.7	18.2	1481	263.16	0.80	111.6	1	1
582	627	1	0	17082.5	8647.9	16.3	1562	199.81	0.88	112.9	1	1
583	628	1	0	23154.2	9558.4	15.5	2533	256.29	0.80	135.1	1	1
584	630	1	0	2709.1	26470.2	12.1	4727	236.05	1.00	161.2	1	1
585	630	1	0	16679.4	9366.7	8.6	4751	302.01	0.95	129.3	1	1
586	631	1	0	7367.7	22404.2	15.0	3215	436.13	0.93	133.0	1	1
587	632	1	0	8987.0	29625.2	11.6	3377	272.26	0.67	133.5	1	1
588	632	1	0	7136.3	22572.8	9.7	4697	343.72	0.96	133.4	1	1
589	634	1	0	22681.6	22686.0	10.9	4311	247.67	1.18	140.9	1	1
590	635	1	0	21070.2	15388.0	19.8	2310	303.39	1.04	138.6	1	1
591	637	1	0	10203.7	21995.3	15.4	2889	148.89	0.97	151.8	1	1
592	638	1	0	10984.7	14759.4	16.9	2177	253.91	0.93	128.3	1	1
593	639	1	0	12086.7	11412.1	14.4	4251	302.75	1.08	158.0	1	1
594	640	1	0	18863.0	26009.4	17.7	3151	221.31	0.80	163.6	1	1
595	640	1	0	9185.8	4100.2	19.3	5113	554.86	1.34	179.0	1	1
596	640	1	0	7990.5	16134.8	7.7	3668	209.45	0.98	112.9	1	1
597	643	1	0	27601.9	17554.3	12.3	1757	128.12	0.65	112.8	1	1
598	644	1	0	13894.4	26535.1	15.8	1728	170.34	1.03	116.9	1	1
599	644	1	0	10906.2	14509.8	14.1	3163	441.97	1.07	125.8	1	1
600	644	1	0	27621.1	17581.2	14.3	2232	230.88	0.80	123.3	1	1
601	644	1	0	20995.9	5860.4	9.8	3553	311.62	0.97	119.4	1	1
602	645	1	0	10777.8	14550.0	22.8	1742	318.87	1.24	125.9	1	1
603	645	1	0	13762.1	26555.9	18.3	2368	362.26	1.08	130.3	1	1
604	647	1	0	4846.9	20161.4	22.9	1464	267.23	1.11	121.5	1	1
605	648	1	0	19843.4	21712.9	10.9	3759	327.18	1.17	125.8	1	1
606	649	1	0	27444.1	16759.8	14.7	1853	242.02	1.01	110.9	1	1
607	651	1	0	22713.4	22866.6	17.9	2439	329.95	1.08	132.5	1	1
608	651	1	0	11508.4	27816.7	17.2	3030	293.56	1.16	147.4	1	1
609	651	1	0	14279.9	4382.0	12.5	2885	173.80	0.92	136.9	1	1
610	651	1	0	10614.9	17929.3	11.1	3215	199.43	0.80	131.7	1	1
611	651	1	0	21027.0	23954.2	9.2	3094	195.57	0.92	115.8	1	1
612	652	1	0	22719.9	22922.7	9.8	3529	288.68	1.08	118.3	1	1
613	654	1	0	28979.5	13833.4	9.1	4610	194.06	0.98	139.1	1	1
614	655	1	0	25713.9	9433.0	12.3	2534	126.33	0.79	133.5	1	1
615	655	1	0	20138.0	24883.0	9.3	3344	135.64	0.94	127.6	1	1
616	656	1	0	25888.4	17901.2	24.5	2436	547.24	1.22	140.5	1	1
617	656	1	0	6856.6	16871.5	12.6	2955	164.96	0.87	139.0	1	1
618	656	1	0	22643.5	23147.1	11.6	3083	205.46	0.82	131.2	1	1
619	657	1	0	20109.2	13637.8	16.3	2051	212.36	0.94	126.4	1	1
620	657	1	0	1752.9	22329.6	13.0	3067	302.11	1.12	128.4	1	1
621	657	1	0	25875.9	17818.3	8.9	5072	383.16	1.20	127.3	1	1
622	660	1	0	11370.3	16125.0	12.0	4126	372.15	1.06	137.0	1	1
623	660	1	0	13681.9	11649.4	10.6	5077	318.88	1.34	143.5	1	1
624	660	1	0	21065.2	28020.8	7.7	4092	189.07	1.00	119.6	1	1
625	661	1	0	22707.4	22949.2	12.8	3775	282.28	1.09	141.6	1	1
626	662	1	0	13793.7	26958.9	15.0	2964	207.73	0.89	146.4	1	1
627	662	1	0	4561.7	25624.3	13.2	2946	309.70	0.87	128.1	1	1
628	663	1	0	11873.8	28087.6	10.1	3146	214.98	0.70	123.8	1	1
629	663	1	0	10672.1	13669.1	11.8	4797	451.14	0.80	143.1	1	1
630	663	1	0	12768.1	12742.3	10.2	4548	370.98	1.13	131.2	1	1
631	664	1	0	5002.8	29421.2	8.4	3535	149.56	1.00	123.4	1	1
632	664	1	0	22785.2	22632.5	9.1	4672	261.45	1.15	132.2	1	1
633	665	1	0	12127.7	13460.7	16.8	1413	181.98	0.90	108.7	1	1
634	667	1	0	5393.1	20675.5	14.8	1616	149.77	0.99	112.3	1	1
635	667	1	0	12893.4	19639.1	18.4	2044	178.21	0.82	139.8	1	1
636	668	1	0	17847.8	25002.0	14.5	2242	200.84	0.94	124.8	1	1
637	669	1	0	23307.0	9399.3	7.0	3899	135.05	1.03	117.5	1	1
638	669	1	0	22904.0	22434.4	7.4	5800	247.66	0.97	134.3	1	1
639	670	1	0	23412.3	9541.0	10.0	3187	214.81	0.95	122.1	1	1
640	670	1	0	22917.8	22523.8	10.5	5180	347.69	1.03	144.5	1	1
641	671	1	0	14023.8	25030.6	28.6	1066	360.24	1.23	109.1	1	1
642	672	1	0	29538.3	16372.4	8.0	4568	361.83	1.15	115.7	1	1
643	673	1	0	28489.3	17249.0	17.4	2058	251.78	1.09	126.5	1	1
644	676	1	0	12192.7	29558.7	16.5	2653	265.95	1.12	137.6	1	1
645	676	1	0	9239.2	2536.2	10.7	1983	153.18	0.86	107.6	1	1
646	677	1	0	11158.3	16768.0	17.1	2340	206.20	1.00	138.3	1	1
647	677	1	0	9284.4	2513.2	10.7	2648	150.33	0.66	126.9	1	1
648	677	1	0	19367.8	15057.5	13.6	3349	262.75	1.18	139.1	1	1
649	678	1	0	8644.2	23076.0	18.7	1694	333.13	1.06	113.3	1	1
650	678	1	0	9270.9	2578.0	10.9	2389	201.39	0.92	113.3	1	1
651	680	1	0	12809.4	20581.7	15.2	2533	268.86	0.88	130.1	1	1
652	680	1	0	10509.7	9968.5	17.1	1813	250.89	0.91	119.2	1	1
653	682	1	0	20509.3	27167.5	14.0	2061	265.57	1.22	109.5	1	1
654	683	1	0	1069.3	19278.3	9.0	4772	292.66	0.89	134.8	1	1
655	684	1	0	15056.6	21743.4	15.7	3116	323.65	0.98	140.7	1	1
656	684	1	0	25028.3	13481.5	9.2	3723	188.12	0.94	128.2	1	1
657	684	1	0	12384.3	14893.8	7.3	5842	329.54	1.20	125.5	1	1
658	686	1	0	27494.3	12735.3	16.1	5133	550.88	1.03	164.7	1	1
659	687	1	0	18684.9	25599.3	7.2	5198	145.97	1.00	135.2	1	1
660	688	1	0	31495.5	14428.2	16.0	2531	256.11	0.86	135.3	1	1
661	688	1	0	20702.9	27933.6	10.4	3879	276.21	1.02	129.7	1	1
662	690	1	0	5074.0	17550.5	17.6	2185	172.06	0.89	142.2	1	1
663	690	1	0	1603.8	7237.0	12.3	3520	303.32	1.21	134.0	1	1
664	691	1	0	1642.0	7290.4	10.2	3137	179.98	0.68	130.6	1	1
665	692	1	0	13415.8	9329.6	21.1	2129	288.09	1.05	138.8	1	1
666	693	1	0	11392.9	12970.4	16.6	1769	283.70	1.04	111.7	1	1
667	694	1	0	7365.8	16744.1	11.6	2855	324.43	1.21	114.0	1	1
668	697	1	0	680.3	14052.5	12.7	1777	226.55	1.02	102.9	1	1
